run,seq,teamA,teamB,map,winner,rounds,reason,seed
20260926-151553-scrim-arch_enclosure,44,winkelmantanner.tannerplayer,us:arch_enclosure,CentralSoup,A,2805,The winning team won by enemy HQ being d,913950769
20260926-151553-scrim-arch_enclosure,45,winkelmantanner.tannerplayer,us:arch_enclosure,InADitch,A,821,The winning team won by enemy HQ being d,456500753
20260926-151553-scrim-arch_enclosure,46,winkelmantanner.tannerplayer,us:arch_enclosure,Islands2,A,1416,The winning team won by enemy HQ being d,173088997
20260926-151553-scrim-arch_enclosure,47,winkelmantanner.tannerplayer,us:arch_enclosure,MtDoom,A,2897,The winning team won by enemy HQ being d,267375909
20260926-151553-scrim-arch_enclosure,48,us:arch_enclosure,winkelmantanner.tannerplayer,TwoLakeLand,B,277,The winning team won by enemy HQ being d,321375981
20260926-165038-scrim-cand81,1,us:cand81,ARognes.FinalSubmission,FourLakeLand,A,138,The winning team won by enemy HQ being d,463696143
20260926-165038-scrim-cand81,2,us:cand81,ARognes.FinalSubmission,FourLakeLand,A,145,The winning team won by enemy HQ being d,493797655
20260926-165038-scrim-cand81,3,ARognes.FinalSubmission,us:cand81,IsThisProcedural,B,2853,The winning team won by enemy HQ being d,228834802
20260926-165038-scrim-cand81,4,ARognes.FinalSubmission,us:cand81,Islands,B,2961,The winning team won by enemy HQ being d,1070292954
20260926-165038-scrim-cand81,5,ARognes.FinalSubmission,us:cand81,RandomSoup2,B,206,The winning team won by enemy HQ being d,320966271
20260926-165038-scrim-cand81,6,ARognes.FinalSubmission,us:cand81,Volcano,B,3024,The winning team won by enemy HQ being d,906123339
20260926-165038-scrim-cand81,7,us:cand81,TeamSerpentine.noodleBot,CosmicBackgroundRadiation,A,216,The winning team won by enemy HQ being d,283607879
20260926-165038-scrim-cand81,8,us:cand81,TeamSerpentine.noodleBot,MtDoom,A,2944,The winning team won by enemy HQ being d,669964588
20260926-165038-scrim-cand81,9,us:cand81,TeamSerpentine.noodleBot,MtDoom,A,3066,The winning team won by enemy HQ being d,781319577
20260926-165038-scrim-cand81,10,TeamSerpentine.noodleBot,us:cand81,RealArt,B,179,The winning team won by enemy HQ being d,604002928
20260926-165038-scrim-cand81,11,TeamSerpentine.noodleBot,us:cand81,RealArt,B,274,The winning team won by enemy HQ being d,14527339
20260926-165038-scrim-cand81,12,us:cand81,TeamSerpentine.noodleBot,TwoForOneAndTwoForAll,A,3099,The winning team won by enemy HQ being d,290755420
20260926-165038-scrim-cand81,13,us:cand81,VinayaBhat.team10pdx,ClearlyTwelveHorsesInASalad,A,2418,The winning team won by enemy HQ being d,53006776
20260926-165038-scrim-cand81,14,us:cand81,VinayaBhat.team10pdx,DoesNotExist,A,158,The winning team won by enemy HQ being d,904271718
20260926-165038-scrim-cand81,15,us:cand81,VinayaBhat.team10pdx,IceCream,A,2823,The winning team won by enemy HQ being d,854917633
20260926-165038-scrim-cand81,16,VinayaBhat.team10pdx,us:cand81,MoreCowbell,B,2916,The winning team won by enemy HQ being d,157969742
20260926-165038-scrim-cand81,17,us:cand81,VinayaBhat.team10pdx,OmgThisIsProcedural,A,380,The winning team won by enemy HQ being d,292015726
20260926-165038-scrim-cand81,18,us:cand81,VinayaBhat.team10pdx,maptestsmall,A,259,The winning team won on tiebreakers (mor,453023204
20260926-165038-scrim-cand81,19,us:cand81,WilliamYue37.Player1,DisproportionatelySmallGap,A,3089,The winning team won by enemy HQ being d,147162656
20260926-165038-scrim-cand81,20,WilliamYue37.Player1,us:cand81,Europe,B,119,The winning team won by enemy HQ being d,719307784
20260926-165038-scrim-cand81,21,WilliamYue37.Player1,us:cand81,FourLakeLand,B,144,The winning team won by enemy HQ being d,770807769
20260926-165038-scrim-cand81,22,us:cand81,WilliamYue37.Player1,ProceduralConfirmed,A,153,The winning team won by enemy HQ being d,58911500
20260926-165038-scrim-cand81,23,WilliamYue37.Player1,us:cand81,Showerhead,B,3007,The winning team won by enemy HQ being d,542911772
20260926-165038-scrim-cand81,24,WilliamYue37.Player1,us:cand81,Showerhead,B,3049,The winning team won by enemy HQ being d,273924287
20260926-165038-scrim-cand81,25,us:cand81,cs454-w20-team3.playbot,ALandDivided,A,2860,The winning team won by enemy HQ being d,246273525
20260926-165038-scrim-cand81,26,cs454-w20-team3.playbot,us:cand81,Constriction,B,2775,The winning team won by enemy HQ being d,487679913
20260926-165038-scrim-cand81,27,us:cand81,cs454-w20-team3.playbot,SoupOnTheSide,A,148,The winning team won by enemy HQ being d,853338497
20260926-165038-scrim-cand81,28,cs454-w20-team3.playbot,us:cand81,Spiral,A,2762,The winning team won by enemy HQ being d,469410832
20260926-165038-scrim-cand81,29,us:cand81,cs454-w20-team3.playbot,TheHighGround,A,2855,The winning team won by enemy HQ being d,670716076
20260926-165038-scrim-cand81,30,us:cand81,cs454-w20-team3.playbot,WhyDidntTheyUseEagles,A,2899,The winning team won by enemy HQ being d,1037151157
20260926-165038-scrim-cand81,31,us:cand81,eggag32.BrutalPigeonBot,DisproportionatelySmallGap,A,3187,The winning team won by enemy HQ being d,281640817
20260926-165038-scrim-cand81,32,us:cand81,eggag32.BrutalPigeonBot,RandomSoup2,A,160,The winning team won by enemy HQ being d,913272398
20260926-165038-scrim-cand81,33,us:cand81,eggag32.BrutalPigeonBot,TwoForOneAndTwoForAll,A,3061,The winning team won by enemy HQ being d,562819816
20260926-165038-scrim-cand81,34,eggag32.BrutalPigeonBot,us:cand81,TwoForOneAndTwoForAll,A,3124,The winning team won by enemy HQ being d,791424532
20260926-165038-scrim-cand81,35,us:cand81,eggag32.BrutalPigeonBot,WateredDown,A,170,The winning team won by enemy HQ being d,408706516
20260926-165038-scrim-cand81,36,us:cand81,eggag32.BrutalPigeonBot,WhyDidntTheyUseEagles,A,681,The winning team won by enemy HQ being d,912339210
20260926-165038-scrim-cand81,37,jenlz.bustedJulianbot,us:cand81,ChristmasInJuly,B,1212,The winning team won by enemy HQ being d,716035089
20260926-165038-scrim-cand81,38,jenlz.bustedJulianbot,us:cand81,ClearlyTwelveHorsesInASalad,B,700,The winning team won by enemy HQ being d,129100387
20260926-165038-scrim-cand81,39,us:cand81,jenlz.bustedJulianbot,Islands2,A,2979,The winning team won by enemy HQ being d,762751834
20260926-165038-scrim-cand81,40,jenlz.bustedJulianbot,us:cand81,Showerhead,B,932,The winning team won by enemy HQ being d,69687892
20260926-165038-scrim-cand81,41,us:cand81,jenlz.bustedJulianbot,Squares,A,933,The winning team won by enemy HQ being d,290203563
20260926-165038-scrim-cand81,42,jenlz.bustedJulianbot,us:cand81,maptestsmall,B,250,The winning team won by enemy HQ being d,933278890
20260926-165038-scrim-cand81,43,mhahn2003.nonrush,us:cand81,AMaze,B,3080,The winning team won by enemy HQ being d,622196704
20260926-165038-scrim-cand81,44,mhahn2003.nonrush,us:cand81,ClearlyTwelveHorsesInASalad,B,3064,The winning team won by enemy HQ being d,352352172
20260926-165038-scrim-cand81,45,mhahn2003.nonrush,us:cand81,Climb,A,2855,The winning team won by enemy HQ being d,992918340
20260926-165038-scrim-cand81,46,us:cand81,mhahn2003.nonrush,Soup,A,687,The winning team won by enemy HQ being d,473364418
20260926-165038-scrim-cand81,47,us:cand81,mhahn2003.nonrush,Spiral,A,932,The winning team won by enemy HQ being d,845495565
20260926-165038-scrim-cand81,48,mhahn2003.nonrush,us:cand81,Squares,B,3069,The winning team won by enemy HQ being d,777765891
20260926-170357-scrim-cand81,1,us:cand81,EmaPajic.Qualifications,Climb,B,1547,The winning team won by enemy HQ being d,1049266671
20260926-170357-scrim-cand81,2,EmaPajic.Qualifications,us:cand81,ProceduralConfirmed,A,1550,The winning team won by enemy HQ being d,159017385
20260926-170357-scrim-cand81,3,EmaPajic.Qualifications,us:cand81,TheHighGround,B,2917,The winning team won by enemy HQ being d,551369513
20260926-170357-scrim-cand81,4,EmaPajic.Qualifications,us:cand81,Toothpaste,B,2900,The winning team won by enemy HQ being d,252507821
20260926-170357-scrim-cand81,5,EmaPajic.Qualifications,us:cand81,TwoForOneAndTwoForAll,A,1534,The winning team won by enemy HQ being d,295139717
20260926-170357-scrim-cand81,7,us:cand81,IvanGeffner.finalbota,DoesNotExist,B,1563,The winning team won by enemy HQ being d,772167899
20260926-170357-scrim-cand81,8,IvanGeffner.finalbota,us:cand81,InADitch,A,1563,The winning team won by enemy HQ being d,44740422
20260926-170357-scrim-cand81,9,IvanGeffner.finalbota,us:cand81,InADitch,A,772,The winning team won by enemy HQ being d,475757988
20260926-170357-scrim-cand81,10,us:cand81,IvanGeffner.finalbota,Maze,B,1568,The winning team won by enemy HQ being d,765490901
20260926-170357-scrim-cand81,11,IvanGeffner.finalbota,us:cand81,OmgThisIsProcedural,A,1567,The winning team won by enemy HQ being d,585312512
20260926-170357-scrim-cand81,12,IvanGeffner.finalbota,us:cand81,WateredDown,A,466,The winning team won by enemy HQ being d,77114472
20260926-170357-scrim-cand81,13,us:cand81,benzyx.seeding,ChristmasInJuly,A,2956,The winning team won by enemy HQ being d,363463530
20260926-170357-scrim-cand81,14,benzyx.seeding,us:cand81,IceCream,B,3048,The winning team won by enemy HQ being d,824134458
20260926-170357-scrim-cand81,15,us:cand81,benzyx.seeding,RealArt,A,140,The winning team won by enemy HQ being d,157644745
20260926-170357-scrim-cand81,16,benzyx.seeding,us:cand81,Sheet4,B,3085,The winning team won by enemy HQ being d,347439557
20260926-170357-scrim-cand81,17,us:cand81,benzyx.seeding,SoupOnTheSide,A,163,The winning team won by enemy HQ being d,604255
20260926-170357-scrim-cand81,18,benzyx.seeding,us:cand81,Spiral,B,2842,The winning team won by enemy HQ being d,946069926
20260926-170357-scrim-cand81,19,cormackikkert.whyPermutator,us:cand81,ChristmasInJuly,B,2990,The winning team won by enemy HQ being d,560158589
20260926-170357-scrim-cand81,20,us:cand81,cormackikkert.whyPermutator,ProceduralConfirmed,A,162,The winning team won by enemy HQ being d,884859312
20260926-170357-scrim-cand81,21,cormackikkert.whyPermutator,us:cand81,ProceduralConfirmed,B,146,The winning team won by enemy HQ being d,456158589
20260926-170357-scrim-cand81,22,us:cand81,cormackikkert.whyPermutator,Sheet4,A,3031,The winning team won by enemy HQ being d,636994860
20260926-170357-scrim-cand81,23,us:cand81,cormackikkert.whyPermutator,Showerhead,B,2217,The winning team won by enemy HQ being d,1008138299
20260926-170357-scrim-cand81,24,cormackikkert.whyPermutator,us:cand81,WhyDidntTheyUseEagles,B,681,The winning team won by enemy HQ being d,60891731
20260926-170357-scrim-cand81,25,laurenschneider.pdx_team_one,us:cand81,DidAMonkeyMakeThis,B,1210,The winning team won by enemy HQ being d,467191610
20260926-170357-scrim-cand81,26,laurenschneider.pdx_team_one,us:cand81,DisproportionatelySmallGap,A,3231,The winning team won by enemy HQ being d,84791099
20260926-170357-scrim-cand81,27,laurenschneider.pdx_team_one,us:cand81,FourLakeLand,B,140,The winning team won by enemy HQ being d,623069999
20260926-170357-scrim-cand81,28,us:cand81,laurenschneider.pdx_team_one,GSF,A,114,The winning team won by enemy HQ being d,176036655
20260926-170357-scrim-cand81,29,laurenschneider.pdx_team_one,us:cand81,SoupOnTheSide,B,123,The winning team won by enemy HQ being d,214271008
20260926-170357-scrim-cand81,30,laurenschneider.pdx_team_one,us:cand81,TwoLakeLand,B,315,The winning team won by enemy HQ being d,765666090
20260926-170357-scrim-cand81,31,us:cand81,mvpatel2000.qual,CowFarm,B,1922,The winning team won by enemy HQ being d,482795465
20260926-170357-scrim-cand81,32,mvpatel2000.qual,us:cand81,DidAMonkeyMakeThis,B,2845,The winning team won by enemy HQ being d,236831970
20260926-170357-scrim-cand81,33,us:cand81,mvpatel2000.qual,IceCream,B,1938,The winning team won by enemy HQ being d,643212988
20260926-170357-scrim-cand81,34,mvpatel2000.qual,us:cand81,IsThisProcedural,A,2780,The winning team won by enemy HQ being d,211287995
20260926-170357-scrim-cand81,35,mvpatel2000.qual,us:cand81,ProceduralConfirmed,A,3049,The winning team won by enemy HQ being d,901381067
20260926-170357-scrim-cand81,36,us:cand81,mvpatel2000.qual,TwoLakeLand,B,3061,The winning team won by enemy HQ being d,187454416
20260926-170357-scrim-cand81,37,us:cand81,poortho.stable_seeding_bot,ALandDivided,B,3221,The winning team won by enemy HQ being d,682942668
20260926-170357-scrim-cand81,38,us:cand81,poortho.stable_seeding_bot,Prison,A,1547,The winning team won by enemy HQ being d,140716324
20260926-170357-scrim-cand81,39,poortho.stable_seeding_bot,us:cand81,ProceduralConfirmed,A,259,The winning team won by enemy HQ being d,956377418
20260926-170357-scrim-cand81,40,poortho.stable_seeding_bot,us:cand81,ProceduralConfirmed,B,224,The winning team won by enemy HQ being d,480880401
20260926-170357-scrim-cand81,41,us:cand81,poortho.stable_seeding_bot,RealArt,B,3074,The winning team won by enemy HQ being d,1002458315
20260926-170357-scrim-cand81,42,us:cand81,poortho.stable_seeding_bot,TheHighGround,B,3113,The winning team won by enemy HQ being d,547553254
20260926-170357-scrim-cand81,43,us:cand81,winkelmantanner.tannerplayer,AMaze,A,3004,The winning team won by enemy HQ being d,891277452
20260926-170357-scrim-cand81,44,winkelmantanner.tannerplayer,us:cand81,DisproportionatelySmallGap,A,3079,The winning team won by enemy HQ being d,580583207
20260926-170357-scrim-cand81,45,us:cand81,winkelmantanner.tannerplayer,Egg,B,2354,The winning team won by enemy HQ being d,611886008
20260926-170357-scrim-cand81,46,us:cand81,winkelmantanner.tannerplayer,IsThisProcedural,B,2949,The winning team won by enemy HQ being d,750272545
20260926-170357-scrim-cand81,47,us:cand81,winkelmantanner.tannerplayer,NoU,B,3055,The winning team won by enemy HQ being d,567609967
20260926-170357-scrim-cand81,48,winkelmantanner.tannerplayer,us:cand81,Showerhead,A,2979,The winning team won by enemy HQ being d,783380144
20260926-181030-scrim-cand81,1,us:cand81s8,EmaPajic.Qualifications,CentralLake,A,2924,The winning team won by enemy HQ being d,420864401
20260926-181030-scrim-cand81,2,EmaPajic.Qualifications,us:cand81s8,CentralLake,A,1561,The winning team won by enemy HQ being d,723579086
20260926-181030-scrim-cand81,3,EmaPajic.Qualifications,us:cand81s8,CentralSoup,B,209,The winning team won by enemy HQ being d,709196194
20260926-181030-scrim-cand81,4,us:cand81s8,EmaPajic.Qualifications,CosmicBackgroundRadiation,B,2843,The winning team won by enemy HQ being d,207301340
20260926-181030-scrim-cand81,5,EmaPajic.Qualifications,us:cand81s8,TheHighGround,A,2966,The winning team won by enemy HQ being d,58486637
20260926-181030-scrim-cand81,6,us:cand81s8,EmaPajic.Qualifications,TwoForOneAndTwoForAll,B,1535,The winning team won by enemy HQ being d,161713908
20260926-181030-scrim-cand81,7,us:cand81s8,benzyx.seeding,ClearlyTwelveHorsesInASalad,A,3050,The winning team won by enemy HQ being d,171960512
20260926-181030-scrim-cand81,8,us:cand81s8,benzyx.seeding,InADitch,B,1214,The winning team won by enemy HQ being d,87222028
20260926-181030-scrim-cand81,9,benzyx.seeding,us:cand81s8,Infinity,B,109,The winning team won by enemy HQ being d,567953815
20260926-181030-scrim-cand81,10,benzyx.seeding,us:cand81s8,Sheet4,B,3090,The winning team won by enemy HQ being d,444709953
20260926-181030-scrim-cand81,11,benzyx.seeding,us:cand81s8,WaterBot,B,127,The winning team won by enemy HQ being d,1073582434
20260926-181030-scrim-cand81,12,benzyx.seeding,us:cand81s8,WateredDown,A,466,The winning team won on tiebreakers (mor,615815180
20260926-181030-scrim-cand81,13,us:cand81s8,cormackikkert.whyPermutator,Europe,A,162,The winning team won by enemy HQ being d,85726884
20260926-181030-scrim-cand81,14,us:cand81s8,cormackikkert.whyPermutator,MtDoom,A,3055,The winning team won by enemy HQ being d,1014679460
20260926-181030-scrim-cand81,15,us:cand81s8,cormackikkert.whyPermutator,NoU,A,2996,The winning team won by enemy HQ being d,812568591
20260926-181030-scrim-cand81,16,cormackikkert.whyPermutator,us:cand81s8,OmgThisIsProcedural,B,2989,The winning team won by enemy HQ being d,578207888
20260926-181030-scrim-cand81,17,us:cand81s8,cormackikkert.whyPermutator,Prison,A,140,The winning team won by enemy HQ being d,838060288
20260926-181030-scrim-cand81,18,cormackikkert.whyPermutator,us:cand81s8,RandomSoup1,B,3067,The winning team won by enemy HQ being d,875690478
20260926-181030-scrim-cand81,19,us:cand81s8,laurenschneider.pdx_team_one,CowFarm,B,3149,The winning team won by enemy HQ being d,689417503
20260926-181030-scrim-cand81,20,us:cand81s8,laurenschneider.pdx_team_one,DisproportionatelySmallGap,A,3162,The winning team won by enemy HQ being d,847158110
20260926-181030-scrim-cand81,21,laurenschneider.pdx_team_one,us:cand81s8,Egg,B,248,The winning team won by enemy HQ being d,788549720
20260926-181030-scrim-cand81,22,us:cand81s8,laurenschneider.pdx_team_one,IsThisProcedural,A,189,The winning team won by enemy HQ being d,361032068
20260926-181030-scrim-cand81,23,laurenschneider.pdx_team_one,us:cand81s8,Maze,B,3077,The winning team won by enemy HQ being d,945859483
20260926-181030-scrim-cand81,24,laurenschneider.pdx_team_one,us:cand81s8,ProceduralConfirmed,B,155,The winning team won by enemy HQ being d,457301540
20260926-181030-scrim-cand81,25,mvpatel2000.qual,us:cand81s8,ClearlyTwelveHorsesInASalad,A,1894,The winning team won by enemy HQ being d,857616055
20260926-181030-scrim-cand81,26,us:cand81s8,mvpatel2000.qual,DidAMonkeyMakeThis,A,2843,The winning team won by enemy HQ being d,228978285
20260926-181030-scrim-cand81,27,us:cand81s8,mvpatel2000.qual,Egg,B,2990,The winning team won by enemy HQ being d,89999671
20260926-181030-scrim-cand81,28,us:cand81s8,mvpatel2000.qual,Hills,A,931,The winning team won by enemy HQ being d,479671853
20260926-181030-scrim-cand81,29,us:cand81s8,mvpatel2000.qual,Islands2,B,2923,The winning team won by enemy HQ being d,992392307
20260926-181030-scrim-cand81,30,mvpatel2000.qual,us:cand81s8,NoU,A,2918,The winning team won by enemy HQ being d,214433714
20260926-181030-scrim-cand81,31,poortho.stable_seeding_bot,us:cand81s8,InADitch,B,1214,The winning team won by enemy HQ being d,396316171
20260926-181030-scrim-cand81,32,poortho.stable_seeding_bot,us:cand81s8,IsThisProcedural,A,232,The winning team won by enemy HQ being d,345399268
20260926-181030-scrim-cand81,33,us:cand81s8,poortho.stable_seeding_bot,Islands,B,3123,The winning team won by enemy HQ being d,20038707
20260926-181030-scrim-cand81,34,us:cand81s8,poortho.stable_seeding_bot,OmgThisIsProcedural,B,227,The winning team won by enemy HQ being d,81659820
20260926-181030-scrim-cand81,35,us:cand81s8,poortho.stable_seeding_bot,TheHighGround,B,3112,The winning team won by enemy HQ being d,246366922
20260926-181030-scrim-cand81,36,poortho.stable_seeding_bot,us:cand81s8,WaterBot,A,185,The winning team won by enemy HQ being d,328490610
20260926-181030-scrim-cand81,37,us:cand81s8,rzhan11.quals_bot,BeachFrontProperty,A,140,The winning team won by enemy HQ being d,272568334
20260926-181030-scrim-cand81,38,us:cand81s8,rzhan11.quals_bot,CentralSoup,B,123,The winning team won by enemy HQ being d,374738917
20260926-181030-scrim-cand81,39,rzhan11.quals_bot,us:cand81s8,NoU,B,3202,The winning team won by enemy HQ being d,461418008
20260926-181030-scrim-cand81,40,rzhan11.quals_bot,us:cand81s8,OmgThisIsProcedural,A,3165,The winning team won by enemy HQ being d,950924847
20260926-181030-scrim-cand81,41,us:cand81s8,rzhan11.quals_bot,Prison,A,138,The winning team won by enemy HQ being d,399380026
20260926-181030-scrim-cand81,42,rzhan11.quals_bot,us:cand81s8,SoupOnTheSide,A,114,The winning team won by enemy HQ being d,338830063
20260926-181030-scrim-cand81,43,winkelmantanner.tannerplayer,us:cand81s8,ChristmasInJuly,A,3077,The winning team won by enemy HQ being d,1072759619
20260926-181030-scrim-cand81,44,winkelmantanner.tannerplayer,us:cand81s8,Constriction,A,3092,The winning team won by enemy HQ being d,361765671
20260926-181030-scrim-cand81,45,us:cand81s8,winkelmantanner.tannerplayer,MoreCowbell,B,3138,The winning team won by enemy HQ being d,171612219
20260926-181030-scrim-cand81,46,winkelmantanner.tannerplayer,us:cand81s8,Soup,A,2919,The winning team won by enemy HQ being d,996128708
20260926-181030-scrim-cand81,47,winkelmantanner.tannerplayer,us:cand81s8,Volcano,B,3177,The winning team won by enemy HQ being d,296809431
20260926-181030-scrim-cand81,48,winkelmantanner.tannerplayer,us:cand81s8,WhyDidntTheyUseEagles,A,3027,The winning team won by enemy HQ being d,369992013
20260926-181725-scrim-cand81,1,EmaPajic.Qualifications,us:cand81s8,ALandDivided,A,1618,The winning team won by enemy HQ being d,705822306
20260926-181725-scrim-cand81,2,EmaPajic.Qualifications,us:cand81s8,ChristmasInJuly,A,1606,The winning team won by enemy HQ being d,700501010
20260926-181725-scrim-cand81,3,EmaPajic.Qualifications,us:cand81s8,Hourglass,A,2754,The winning team won by enemy HQ being d,541245584
20260926-181725-scrim-cand81,4,us:cand81s8,EmaPajic.Qualifications,Showerhead,A,2886,The winning team won by enemy HQ being d,273205143
20260926-181725-scrim-cand81,5,EmaPajic.Qualifications,us:cand81s8,Spiral,B,2862,The winning team won by enemy HQ being d,328889760
20260926-181725-scrim-cand81,6,us:cand81s8,EmaPajic.Qualifications,Volcano,B,1537,The winning team won by enemy HQ being d,1486566
20260926-181725-scrim-cand81,7,benzyx.seeding,us:cand81s8,DidAMonkeyMakeThis,B,2947,The winning team won by enemy HQ being d,982108981
20260926-181725-scrim-cand81,8,us:cand81s8,benzyx.seeding,IceCream,A,2994,The winning team won by enemy HQ being d,165015683
20260926-181725-scrim-cand81,9,us:cand81s8,benzyx.seeding,OmgThisIsProcedural,A,3030,The winning team won by enemy HQ being d,912645762
20260926-181725-scrim-cand81,10,us:cand81s8,benzyx.seeding,Sheet4,A,3088,The winning team won by enemy HQ being d,20496511
20260926-181725-scrim-cand81,11,us:cand81s8,benzyx.seeding,Volcano,A,2954,The winning team won by enemy HQ being d,371730098
20260926-181725-scrim-cand81,12,benzyx.seeding,us:cand81s8,WateredDown,B,195,The winning team won by enemy HQ being d,557165241
20260926-181725-scrim-cand81,13,cormackikkert.whyPermutator,us:cand81s8,ChristmasInJuly,B,347,The winning team won by enemy HQ being d,82255588
20260926-181725-scrim-cand81,14,cormackikkert.whyPermutator,us:cand81s8,Climb,A,2171,The winning team won by enemy HQ being d,356640728
20260926-181725-scrim-cand81,15,us:cand81s8,cormackikkert.whyPermutator,Constriction,B,2178,The winning team won by enemy HQ being d,87652931
20260926-181725-scrim-cand81,16,us:cand81s8,cormackikkert.whyPermutator,RandomSoup2,A,320,The winning team won by enemy HQ being d,768688140
20260926-181725-scrim-cand81,17,us:cand81s8,cormackikkert.whyPermutator,SoupOnTheSide,A,126,The winning team won by enemy HQ being d,7963885
20260926-181725-scrim-cand81,18,cormackikkert.whyPermutator,us:cand81s8,TheHighGround,A,2149,The winning team won by enemy HQ being d,165975511
20260926-181725-scrim-cand81,19,us:cand81s8,laurenschneider.pdx_team_one,CentralLake,A,346,The winning team won by enemy HQ being d,661723582
20260926-181725-scrim-cand81,20,laurenschneider.pdx_team_one,us:cand81s8,CosmicBackgroundRadiation,B,128,The winning team won by enemy HQ being d,171397993
20260926-181725-scrim-cand81,21,laurenschneider.pdx_team_one,us:cand81s8,DoesNotExist,B,318,The winning team won by enemy HQ being d,632664459
20260926-181725-scrim-cand81,22,us:cand81s8,laurenschneider.pdx_team_one,Islands2,A,3026,The winning team won by enemy HQ being d,52972743
20260926-181725-scrim-cand81,23,us:cand81s8,laurenschneider.pdx_team_one,TheHighGround,A,3108,The winning team won by enemy HQ being d,256949340
20260926-181725-scrim-cand81,24,us:cand81s8,laurenschneider.pdx_team_one,TwoLakeLand,A,3190,The winning team won by enemy HQ being d,480563028
20260926-181725-scrim-cand81,25,mvpatel2000.qual,us:cand81s8,AMaze,A,3059,The winning team won by enemy HQ being d,162992696
20260926-181725-scrim-cand81,26,us:cand81s8,mvpatel2000.qual,DisproportionatelySmallGap,B,2987,The winning team won by enemy HQ being d,983331800
20260926-181725-scrim-cand81,27,us:cand81s8,mvpatel2000.qual,Hills,A,931,The winning team won by enemy HQ being d,1017490734
20260926-181725-scrim-cand81,28,mvpatel2000.qual,us:cand81s8,Islands,B,2895,The winning team won by enemy HQ being d,857051037
20260926-181725-scrim-cand81,29,mvpatel2000.qual,us:cand81s8,Maze,B,2899,The winning team won by enemy HQ being d,156564797
20260926-181725-scrim-cand81,30,us:cand81s8,mvpatel2000.qual,Swirl,A,684,The winning team won by enemy HQ being d,932493640
20260926-181725-scrim-cand81,31,us:cand81s8,poortho.stable_seeding_bot,DoesNotExist,B,3003,The winning team won by enemy HQ being d,664911047
20260926-181725-scrim-cand81,32,us:cand81s8,poortho.stable_seeding_bot,DoesNotExist,B,3167,The winning team won by enemy HQ being d,1020362503
20260926-181725-scrim-cand81,33,us:cand81s8,poortho.stable_seeding_bot,MoreCowbell,A,3027,The winning team won by enemy HQ being d,342668471
20260926-181725-scrim-cand81,34,us:cand81s8,poortho.stable_seeding_bot,NoU,A,3216,The winning team won by enemy HQ being d,41811153
20260926-181725-scrim-cand81,35,us:cand81s8,poortho.stable_seeding_bot,Showerhead,A,3117,The winning team won by enemy HQ being d,696126369
20260926-181725-scrim-cand81,36,poortho.stable_seeding_bot,us:cand81s8,Soup,B,176,The winning team won by enemy HQ being d,684318144
20260926-181725-scrim-cand81,37,us:cand81s8,rzhan11.quals_bot,DisproportionatelySmallGap,A,3205,The winning team won by enemy HQ being d,425210354
20260926-181725-scrim-cand81,38,rzhan11.quals_bot,us:cand81s8,GSF,A,175,The winning team won by enemy HQ being d,1058353910
20260926-181725-scrim-cand81,39,us:cand81s8,rzhan11.quals_bot,NoU,A,3149,The winning team won by enemy HQ being d,259213085
20260926-181725-scrim-cand81,40,us:cand81s8,rzhan11.quals_bot,OmgThisIsProcedural,A,2949,The winning team won by enemy HQ being d,834073790
20260926-181725-scrim-cand81,41,us:cand81s8,rzhan11.quals_bot,RealArt,B,130,The winning team won by enemy HQ being d,999305655
20260926-181725-scrim-cand81,42,us:cand81s8,rzhan11.quals_bot,Toothpaste,B,157,The winning team won by enemy HQ being d,253592881
20260926-181725-scrim-cand81,43,us:cand81s8,winkelmantanner.tannerplayer,ClearlyTwelveHorsesInASalad,B,3059,The winning team won by enemy HQ being d,844098009
20260926-181725-scrim-cand81,44,winkelmantanner.tannerplayer,us:cand81s8,DidAMonkeyMakeThis,A,3062,The winning team won by enemy HQ being d,765856703
20260926-181725-scrim-cand81,45,winkelmantanner.tannerplayer,us:cand81s8,Hourglass,A,2702,The winning team won by enemy HQ being d,840332660
20260926-181725-scrim-cand81,46,winkelmantanner.tannerplayer,us:cand81s8,Islands,B,3070,The winning team won by enemy HQ being d,317170420
20260926-181725-scrim-cand81,47,us:cand81s8,winkelmantanner.tannerplayer,Sheet4,B,3068,The winning team won by enemy HQ being d,1067123062
20260926-181725-scrim-cand81,48,us:cand81s8,winkelmantanner.tannerplayer,Squares,B,3106,The winning team won by enemy HQ being d,292892067
20260926-194153-scrim-cand81s8,1,us:cand81s8,EmaPajic.Qualifications,AMaze,B,1564,The winning team won by enemy HQ being d,305663857
20260926-194153-scrim-cand81s8,2,EmaPajic.Qualifications,us:cand81s8,BeachFrontProperty,B,2982,The winning team won by enemy HQ being d,3057846
20260926-194153-scrim-cand81s8,3,EmaPajic.Qualifications,us:cand81s8,Prison,B,2778,The winning team won by enemy HQ being d,1012926059
20260926-194153-scrim-cand81s8,4,EmaPajic.Qualifications,us:cand81s8,RealArt,A,1567,The winning team won by enemy HQ being d,692668331
20260926-194153-scrim-cand81s8,5,us:cand81s8,EmaPajic.Qualifications,Toothpaste,A,2917,The winning team won by enemy HQ being d,899533794
20260926-194153-scrim-cand81s8,6,us:cand81s8,EmaPajic.Qualifications,maptestsmall,B,258,The winning team won by enemy HQ being d,51747719
